2018-ar-joy-train-33,ايه الحاجه اللي لو حصلتك دلوقتي تخليك #سعيد,joy,0.328
2018-ar-joy-train-34,@mo7mdbassam انا اعتقد لو تشوف منظر الدار حتقول كلمة مزبلة قليله 😅\nلا عرفت عمين تركن 💃😇🙈,joy,0.25
2018-ar-joy-train-35,@NOOO_NO_NO مااقدر اسهى عنه \nبالفرح احس بغصه لأنه مو معنا,joy,0.219
2018-ar-joy-train-36,الشعور المتبادل بين قلبين بتحسه لما تحس ان فيه حاجة مغطياك او حضناك كدة 💔,joy,0.5
2018-ar-joy-train-37,قلبي يحب اهل النفوس الخفيفه \nاللي بهم عن جاير الوقت تخفيف \nاللي ليا جيتهم وهموم قلبي كليفه \nخلوني اسج عن جميع المواليف,joy,0.359
2018-ar-joy-train-38,إذا قال الله للعبد اناعفيت عنك يا عبدي قم وانهض من جديد لذكري واستقبل القبلة وصلي اي فرح من بعد هالفرحة انتظر واي خوف اخاف انا ف #امان_الله,joy,0.547
2018-ar-joy-train-39,#حيوية_الربيع على طول خلك ماشي 🏃,joy,0.391
2018-ar-joy-train-40,يـارب هالفجر جايب معاه كل خير وسعاده وتوفيق يارب آختبار آجمل مما نتوقع استودعنا كٌل شي عندك وانتّ خير حفيظ 💌🎈.,joy,0.613
2018-ar-joy-train-41,الحمدلله اذا حسيت اني مرضيه ربي احس بسعاده داخليه ليت اللذي بيني وبين الله عامر واالذي بيني وبين الناس خراب,joy,0.391
2018-ar-joy-train-42,أن تحبيني أنتِ مخيره لا مجبره 😁 \nأن تحترميني فأنتِ مجبره لا مخيره 😀 .,joy,0.141
2018-ar-joy-train-43,@formy1239 @6na_shmr @iraq_1981 ههههه سلم على عياك اختنا.     احبك الله واسعدك واسكن في قلبك الطمأنينه,joy,0.563
2018-ar-joy-train-44,- اللهم إن نستودعك دعواتنا المتكررة أحلامنا الكثيرة أمانينا المخبأة في قلوبنا راحة بالنا وصفاء ذهننا 💙 💙,joy,0.547
2018-ar-joy-train-45,@abaadiiii  القهوة طعمها مر  😀,joy,0.125
2018-ar-joy-train-46,البرشلوني يشجع اليوفي يعني متعاطف مع بوفون ساتر حقده على الريال بإدعاء حب بوفون صايدينك #يالفلم,joy,0.188
2018-ar-joy-train-47,المشكله انه يضحك من قلب يعني مرره الضحكه قويه 💔,joy,0.484
2018-ar-joy-train-48,ليس هناك طريق للسعادة السعادة هي الطريق #سعادة #اعمل_بحب #لا_تستسلم,joy,0.516
2018-ar-joy-train-49,لسة فى أمل 😄\nطالما التفاؤل موجود 😊\nلعله خير ^_^,joy,0.453
2018-ar-joy-train-50,كسم خفة رامز جلال ههه خالص,joy,0.25
2018-ar-joy-train-51,تصبحون على #أمل ﻻ يمل و #تفاؤل ﻻ يضعف و #إصرار ﻻ يقهر و #سعادة ﻻ تفارق قلوبكم و تسكن به ما حييتم 💝,joy,0.661
2018-ar-joy-train-52,انا حظي في الفوز قليل بس بشارك معاكم من احلى ماتذوقة تورتيلا الدجاج من لذيذ #احتفالات_هرفي,joy,0.25
2018-ar-joy-train-53,وأعشقُ الصبحَ اذا تسري نسائمهُ\nتعيدُ في كل روحٍ .. بسمة الأملِ\n.\nلنآ مع الصبحُ .. أمالٌ نرجيهآ\nونسألُ اللهِ فيهِ صالحَ العملِ\n.\nصباح الخير💭💜,joy,0.641
2018-ar-joy-train-54,@dammam1974 هذا شخص مافيه مثله اثنين اتوقع ..جمال حنيه رومنسيه وش احكي وش اخلي💔💔💔,joy,0.531
2018-ar-joy-train-55,بس والله مبسوط جدا بالحفلة وانتو البنات الله يعينكم القلب معاكم والله مدري وين الغلط في حضوركم,joy,0.703
2018-ar-joy-train-56,كل سنه وانت طيب يا ابو موزوو ياسبب فرحتنا وانشكاحنا دايما دمت نعمه علينا 😍 😍 #يونس_والمعلمين_بيعيدوا,joy,0.766
2018-ar-joy-train-57,#فرحه_قلبك_تتمثل_في فرحة بابا و ماما ❤ 🙈,joy,0.694
2018-ar-joy-train-58,#ميلاد_حِلوي_زيون \nعشان اليوم يوم ميلادك ي عسى عيونك الجميله م تشوف الا السعاده وعسى ضحكتك ماتفارقك وكل عام وانت نعمة تبقى لي إيود عمر🖤.,joy,0.594
2018-ar-joy-train-59,ان شاء الله تكون كل ايامك سعادة و فرح ♥️,joy,0.609
2018-ar-joy-train-60,يارب البسمة اشوفها دايماً ع وجيه اهلي يارب تبعد الضيق عن قلوبهم 💭💜*.,joy,0.516
2018-ar-joy-train-61,حلو انك تكتفي باللي يقدرون وجودك معاهم وتشوف السعاده فيهم وتتجاهل اللي م يشوف منك شي قد م تعطيه.,joy,0.516
2018-ar-joy-train-62,الحاجة الوحيدة ال متأكد منها اني مش هنفع ف الكلية دي بس قررت اكمل فيها من باب الاثارة و التشويق,joy,0.258
2018-ar-joy-train-63,#الفرحه_انك تقدم محبة حقيقية,joy,0.581
2018-ar-joy-train-64,"@cherryredwine__ ايه المشكله يبقى ١٥ حلقه وينزلوا حلقتين ف الاسبوع , التشويق هيزيد ومش هيحتاجوا مط",joy,0.21
2018-ar-joy-train-65,إنه يعرف جيدا كيف يضع بداخلي شيئا مضطرب لا يهدأ دونه,joy,0.219
2018-ar-joy-train-66,- أنا حاسس إني #مبسوط\n- بعد الشر عليك إوعي تقول كدا تاني 😂,joy,0.563
2018-ar-joy-train-67,الي صان الارض يسلم 😃,joy,0.433
2018-ar-joy-train-68,@memomadridesta ايو صطيف قلبي الاحتفالات وين راح تنقل ؟,joy,0.406
2018-ar-joy-train-69,الابتسامة هي ضوء يظهر من النافذة ليشير للآخرين بوجود شخص مهتم و متعاون بالداخل دينيس ويتلي #شهريار,joy,0.5
2018-ar-joy-train-70,"لو السعادة انسان، مين سعادتك؟🤔🤔",joy,0.306
2018-ar-joy-train-71,ربي اجعل امي سعيدة الدارين قريرة العينين لا تشكي هم ولا حزن ولا مرض واحفظها لي فهي لي الدنيا بأكملها❤️ 😴,joy,0.563
2018-ar-joy-train-72,في الطريق لآخر امتحان في الحياة الجامعية (إن شاء الله يعني 😅 ) والجو منعش وجميل وسعادة غامرة 💞,joy,0.703
2018-ar-joy-train-73,@bohadi_MUFC اي ماشستراوي مو واثق بفوز المانيو اليوم احسن ما يشجعهم,joy,0.274
2018-ar-joy-train-74,اللهم صاحب جدع زى #بهجت الساعاتى الى فى حياة #سلطان الى هو معاك دايس ف أى مصيبه المهم يبقي معاك😍 #ريح_المدام #اكرم_حسني #أحمد_فهمي 👬👫,joy,0.359
2018-ar-joy-train-75,واخد الدوري بدري وراايق وغيري تعبان و مضايق 😎 💪 -- أحتفل بالانتصار,joy,0.597
2018-ar-joy-train-76,تقبل الله منا ومنكم صالح الأعمال #عيد_سعيد #عيد_الفطر1438 #شوال #عيد_الفجر,joy,0.516
2018-ar-joy-train-77,الفتاة المحتشمه فخر لابويها عز لإخوتها كنز لزوجها خير قدوه لأولادها فكوني محتشمة ايتها المسلمة لكي تسعدي من حولك #اختاه_حجابك_ستر_وعفاف,joy,0.355
2018-ar-joy-train-78,كل عام وأنتم بخير وصحة وعافية 🌷 تقبل الله منا ومنكم صالح الأعمال عيدكم مبارك وفرحة وسعادة وهنا عساكم من عواده,joy,0.688
2018-ar-joy-train-79,ماأشبه ليلة البارحة بحلم طفل صغير يطير بجناحيه إلى الفضاء الفسيح يرى من تحته كل البشر يساعد هذا يمازح يبتسم يصرخ منتشيا سأظل حرا مع الطيور,joy,0.531
2018-ar-joy-train-80,ان التفاؤل هو الايمان الذي يقود الى النجاح ولا شيء يمكن تحقيقه بدون الامل و الثقة هيلن كيلر l2o,joy,0.484
2018-ar-joy-train-81,قالت لزوجها : شايف الرجال اللي يرقص ذاك 😊\n\nقال لها :ايه شايفه😊\nقالت ذا قبل خمس سنوات تقدم لي ورفضته😨\nقال لها ما شاء الله إلى الآن يحتفل\n\n😂😂😂,joy,0.406
2018-ar-joy-train-82,هه هذا بداية الفشل انك تلزم الشعب حتى داخل بيتو ولا الفندق والله مراسيم مضحكة لدولة عريقة,joy,0.194
2018-ar-joy-train-83,@yellow1010101 @s_almogren مبسوطين ولله الحمد والمنه ولا حاسين بنقص ولا غمه \nالله يطول في اعمار حكامنا مش مخلينا محتاجين لحد,joy,0.563
2018-ar-joy-train-84,أدركت حب الله لي في وجه امي ي وضحكة ابوي 💕,joy,0.594
2018-ar-joy-train-85,كل الخوف خوف إلا الخوف من الله #طمأنينة ❤❤,joy,0.371
2018-ar-joy-train-86,#قل_لغالي_كلمه_تعايده_فيها گ نقاءآلمطرهي الولدة هي فرحتي ابتسامتهآ سعآدۿ وفرحتي تكتمل بوجودهاالي تمليني فرح دايماياعسى ربي يخليهاويحفضها,joy,0.578
2018-ar-joy-train-87,بعد شوي بسمع اغنيه لهاري بصوته هو لحاله انا سعيده جدا,joy,0.781
2018-ar-joy-train-88,ودي ادق عليك وأقول : وين أنت\nودي أحاكيك عن سوالف جديده \n\nلكن كل م تذكرت هالبعد هونت ! \nيمكن فـ: بعدي حياتـه #سعيده,joy,0.419
2018-ar-joy-train-89,#السعاده مرتبطه ب #الايمان ايمانك بان الله خلقك وهو يرى الخير لك فلن تجد #سعاده بعيد عنه امن فقط وهو سوف يرعاك فما اجمل الحياه قرب الله,joy,0.641
2018-ar-joy-train-90,ماشاء الله شغل جميل ونظيف الله يكتب اجرك يا صالح واجر الي معاك تعب.\n#اسعد_غيرك,joy,0.594
2018-ar-joy-train-91,عيد سعيد جميعا كل سنة وإنتو طيبين يارب أتمنى لكم عيد مليء بالأفراح مع اللي تحبوهم ولا مانع من العيديات والشوكلاتات والمفآجات 😍 🎈 🎁,joy,0.719
2018-ar-joy-train-92,طاب يومك بكل سرور,joy,0.742
2018-ar-joy-train-93,ضحكتك حبيبي تمليني فرح طلبتك خلك مبتسم حتى لو توادعنا 💙,joy,0.797
2018-ar-joy-train-94,- ليه ساكتيّن؟.\n- تكفينّي الطمأنينة معاها🖤💤!,joy,0.367
2018-ar-joy-train-95,السنه الي فاتت شله النقاد الالكترونين  صدعو الي خلفونا بافراح القبه   اتفرجت عليه عجبني فشخ  في وقته  .فات سنه اهو  اكتشفت انه مسلسل خريان,joy,0.203
2018-ar-joy-train-96,"ما بقه شي للعيد ، حبيت أكون أول واحد أهنيك كل عام وانت بخير، بسمتك تخلق لي الفرحه من حيث لا احتسب ، جعل الي أحبه مايجوف اله السعاده 💙.",joy,0.5
2018-ar-joy-train-97,@AkramHosny حاجه كده تحفة #ريح_المدام 💕خفه دم حاجه لذيذه بتتفرج وانت مبتهج وبتضحك من قلبك بدون اسفاف ولاابتذال 🏆تستاهلو الكاس اكرم فهمي 💕,joy,0.75
2018-ar-joy-train-98,#افرح وخلي الفرح ده عادة بتنام وتصحى عليه بعد #الرضا هاتلاقي سعادة واللي بتحلم بيه,joy,0.774
2018-ar-joy-train-99,اعلان ٥ ٥ وصل الرسالة بطريقه مريحه نفسيا 🙊 😍 😍 #بهجة ❤❤,joy,0.79
2018-ar-joy-train-100,@ttrraaf ماجد المهندس افادنا بأخلاقه الطيبة وحسن سلوكه انتي تستصغرين منه على اي اساس مع احترامي على الاقل ماهو مهرج 😘,joy,0.453
2018-ar-joy-train-101,#مطروح سحر الجمال  ايه أكثر مكان تحبه فى مطروح,joy,0.5
2018-ar-joy-train-102,شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة,joy,0.548
2018-ar-joy-train-103,انا لسه بحبك  #الفرحة_انك,joy,0.547
2018-ar-joy-train-104,فكأنه صب بباب حبيبة متوسل مستعطف مسترحم والجدول الجذلان يضحك لاهيا والنرجس الولهان مغف يحلم صور و أيات تفيض بشاشة حتى كأن الله فيها يبسم,joy,0.339
2018-ar-joy-train-105,يارب أيام جميلة و أخبار مفرحة و نفس مقتنعة و قلب مرتاح و راحة بال و توفيق من عندك 💕 ✨,joy,0.594
2018-ar-joy-train-106,الضفدع ده مبسوط اكتر مني 😂\nربنا يرزقني ربع انشكاحه 🐸😂,joy,0.297
2018-ar-joy-train-107,جميل هو الوقت حين يمضي وأنت تتحدث مع شخص يعني #لك الكثير تتناقش معه تشد وترخي تأخذ وتعطي تمازحه تستفزه وكلك ثقة بأنك لن تضايقه #العلقم_الشهد,joy,0.484
2018-ar-joy-train-108,وانتي واسرتك الكريمة بخير و سرور اختي المحترمة 💜 🌹,joy,0.5
2018-ar-joy-train-109,"أسبوع كامل بروح من الشغل الكهرباء قاطعة\nاليوم برضه كانت قاطعة\nالجديد أنها جت وأنا ع باب البيت،\nويا فرحة ما تمت قطعت بعد نص ساعة\n#غزة_للمجهول",joy,0.078
2018-ar-joy-train-110,صباحك انا وبكل سرور,joy,0.609
2018-ar-joy-train-111,العيد فرحة نحنا لينا بالأعياد كل من له عيد نبتهج معاه بس بهجة الكرسمس وشم النسيم لايعلا عليهم 😂 😂,joy,0.734
2018-ar-joy-train-112,شعور عظييمم طلعت كل الطاقه الي فيني وفرغت الطاقه السلبيه الي فيني من المدرسه والضغط الي كنت احسه أحس بسعاده شعور م ينوصف والله 😢 😪 ❤❤,joy,0.797
2018-ar-joy-train-113,طب انا اقسم بالله بسمع اغنية راجعين جسمي بيقشعر حلاوة اول حلقه وانشكاح اول حلقه بكل مافيها من احاسيس متلخبطه 😍 😍,joy,0.597
2018-ar-joy-train-114,انظر للحياة بعين النحلة الي تبحث عن الأزهار \nلا بعين الذبابة التي بحث عن ......,joy,0.25
2018-ar-joy-train-115,شكرا والله ماقصرتو مفاجئة فخمة ومرتبة وتكفي فرحة محمدوعبدالله فيها 👬 😭 😍 ❤️❤️ #ضيف_التوينز2 #احتفالية_التوينز,joy,0.703
2018-ar-joy-train-116,مسلسل لا تطفئ الشمس ده مبهج جدا والله..و محمد ممدوح ممثل مش واخد حقه\nو جوزوني امينه خليل طيب 😂,joy,0.719
2018-ar-joy-train-117,#بهجت_الساعاتي\nمثال لصاخب الي لو مسمعتش كلامه هتروح في داهيه 😓\nولو سمعت كلامه هتروح في ستين داهيه 😂😂\n@AkramHosny \n#ريح_المدام,joy,0.313
2018-ar-joy-train-118,كلي فخر بفريقي #بايرن لعب وقاتل حتى بعد الهدف الرابع لكن التحكيم كانت له الكلمة العليا,joy,0.545
2018-ar-joy-train-119,مدري شفيكم ع دوام رمضان خفيف وسريع وهدوء \nجدا جميل والله,joy,0.516
2018-ar-joy-train-120,#أفراح_القبة من أجمل المسلسلات الي شفتها و أروعها اداء رائع للجميع و أولهم المخرج #محمد_ياسين 👍🏻👏🏻,joy,0.406
2018-ar-joy-train-121,@ysyriana انستغرامك جميل بيبعث البهجة و الطمئنينة و خلى قلبي من جوا يبتسم,joy,0.796
2018-ar-joy-train-122,من #أجمل_الأيام التي تستحق شكرالله حينما تغرس أملا او #فرحة ننتظرها او حبيبا يتفوق او ولدا يتخرج او ابنتا تتزوج أومسافرا يعود او قريبا يشفى,joy,0.625
2018-ar-joy-train-123,@HadeerAmin  ههه مخدر القنب الهندي شائع جدا في تونس  و يبعث على النشوة و ينسيك انو بلحة رئيسك مثلا ..,joy,0.484
2018-ar-joy-train-124,"ربي انظر إلى قلبها فإن وجدت حزن او ضيق فبدله فرحاً و اطمئنان وان وجدت هماً فأنزعه ,فهي شي ثمين لدي فاحفظها لي يارب💙",joy,0.344
2018-ar-joy-train-125,#شاهين_باحتفالية_مسرح_السلام السعادة فى القرب من الله,joy,0.438
2018-ar-joy-train-126,#شكرا_حسين_عبدالغني ك عالميه اتمنى الخبر صح 💛 💜 ف اعتزالك يحفظ ذكرى طيبه لك مع العاالمي ارجوا لك حياه سعيده بعيدآ عن الكوره لان عمرك ف نزول 🌺,joy,0.469
2018-ar-joy-train-127,احب جو الصباح اتلذذ فيه هدوء وسكينه وفوق ذا فاطره يالله بسويلي سناك وبقوم اتابع فلمي 💖 ✌ 🏻,joy,0.547
2018-ar-joy-train-128,السكوت موجع والكلام ماهو إلا زيادة ألم والجرح خذته وشابت به أيامي روضت العمر صبر والسنين طوال والقرار أصعب من دمعة يتيم #أماني_الروح,joy,0.188
2018-ar-joy-train-129,#فرحو_المواطنين تره الشعب محتاج فرحه ويستاهل خير الكويت خلوه على الكويتين شوي,joy,0.5
2018-ar-joy-train-130,فرحان عايز اضحك 😂 😂,joy,0.887
2018-ar-joy-train-131,"و حينَ رفعتُ رأسي للسماء، و استشعرتُ أنَّ الله يراني من ذاك الضوءِ المُتسلل هُناك، \nابتسمتُ بـ رِضىً، و خفضتُ رأسي حُباً لله 💕:"".",joy,0.813
2018-ar-joy-train-132,"@Mayadalt بالضبط 👌🏻، ويشجع القارئ على البحث أكثر والتّفكُر. \nشكرا لمشاركتگ هذه المقاله🌸",joy,0.281
2018-ar-joy-train-133,مش لازم ترتبط عشان #تفرح 😍 مش شرط عينك تلمع عشان #بتحب 💞 دا ف ناس وجودها ف حياتنا #بينورها حد يفرحك ويسمعلك من غير ما #يزهق #صداقة_حلوة_بزيادة,joy,0.656
2018-ar-joy-train-134,"افرح وعيش أنت غالي علينا، اوعى تحزن يوم \nبكرة هاترجع تضحك لينا هتنسى أي هموم ..\n#أصالة #افرح_وعيش \n@AssalaOfficial",joy,0.578
2018-ar-joy-train-135,الاختبارات قبل رمضان اقسم بالله فرحان لأخواني الطلاب 😍 😍,joy,0.797
2018-ar-joy-train-136,خطيئتي و صوابي أنني أحبتك أكثر من نفسي 💘 #شوق #حب,joy,0.387
2018-ar-joy-train-137,@234_aadd مساك #سعادة  ي مصدرها ربي يسعدك 🌹😍,joy,0.594
2018-ar-joy-train-138,#وين_كنتي تحول فجأة لل #الهيبة صاير فيو عنصر التشويق #وين_كنتي,joy,0.281
2018-ar-joy-train-139,#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا 🙄,joy,0.484
2018-ar-joy-train-140,انا جدا فخور بمتابعيني فكلهم قمم من الرقي والتطور والأخلاق وأكثرهم مبدعين ومتألقين أودهم كلهم,joy,0.703
2018-ar-joy-train-141,#الفرحة تأتي من ثلاثه شخص #يحبك حد #الجنون وتحبه #صحة لا سقم معها و #عافيه و #مال يملأ جيبك من #حلال #عيد_سلام_ومحبه,joy,0.677
2018-ar-joy-train-142,#NAME?,joy,0.258
2018-ar-joy-train-143,#بهجة_أمل \n٨٩.*أمل لما أتكلم معاك أحس براحة نفسية و ما نفسي أوقف *\n*أمل انت قاعدة توريني الحياة من جهة ثانية و تفتح لي آفاق *💕💛🍭,joy,0.688
2018-ar-joy-train-144,صباح الخير و الفرح ب #يوم_المرأة_العالمي انشالله أيامك كلها أعياد مايا,joy,0.531
2018-ar-joy-train-145,"بجيب لنفسي هدية ، وش تنصحوني اهديني؟.\n\n#فخرنا_منصور_الزهراني \n#الساهر_قيصر_الترند\n#البرنس_ريان_30k_محب",joy,0.406
2018-ar-joy-train-146,@01VDD عيدي مع اهلك او حتى لحالك البسي وتكشخي وافرحي واشتري شكولاطات 😕❤❤ عييييدد ترا,joy,0.594
2018-ar-joy-train-147,نعم أختي بكل سرور 🌹 ❤️ 🌹,joy,0.609
2018-ar-joy-train-148,و سيشهد التاريخ ان اي مصيبه ف العالم بيتحملها الإنقلاب ف مصر 😃\nالانقلاب شال فوق طاقته يرضي مين,joy,0.234
2018-ar-joy-train-149,عيدك سعيد و كل عام و انت بخير اخي و حبيبي فارس ينعاد عليك سنين عديدة يا رب و نحن نشاركك الفرحة يا طيب القلب,joy,0.767
2018-ar-joy-train-150,خليك دايمن فرحان حتى لو وقعت فى مشكله ولا تزعل وخلى حياتك فرح وسرور واعرف ان الدنيا ماهى إلا اختبار 😘 😍 بحبكم,joy,0.703
2018-ar-joy-train-151,@Salem309 @ch_cake ربنا يسعدكم ويهدى سركم .. ويا سيدى ايوه قول عشان ندعيلكم ونبتهج قليلا بحكايات حلوة كدا,joy,0.578
2018-ar-joy-train-152,كل عام وأنتم بخير وتقبل الله منا ومنكم صالح الاعمال #افراح_العيد,joy,0.656
2018-ar-joy-train-153,للأمانه تجذبني الأشخاص اللي فيهم غموض وثقل اخ ومايعطون مجال لأي أحد يجذبوني الناس اللي عندهم جانب لطيف بشخصيتهم بس مايطلعونه دايما,joy,0.328
2018-ar-joy-train-154,#KingJiyongIsBack- ﴿ وما كان الله معذبهم وهم (يستغفرون) ﴾ #أمان 💭 💘 -,joy,0.359
2018-ar-joy-train-155,#ربي أدخل #شهر_رمضان #علينا وأنت #راضي عنا و إجعلة شهر #تتبدل فية #ذنوبنا إلى #حسنات #وهمومنا إلى #أفراح #وأحﻻمنا إلى #واقع,joy,0.5
2018-ar-joy-train-156,مع هالمساء فرحة سعادة بسمة عافية يجعلها ربنا عني وعنكم ما تغيب ✍ 🏻,joy,0.734
2018-ar-joy-train-157,قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو,joy,0.672
2018-ar-joy-train-158,كل عام وانتم بخير والله يسعدكم سعاده م بعدها شقى وجعل عيونكم م تدمع الا دموع فرح ي رب للجميع بدون استثناء❤️❤️,joy,0.656
2018-ar-joy-train-159,"أنتي مجموعة #سعادة في ""قلب إنسان"" 💜 😍 😘 بإنتظار اللقاء الملكي ع #نار 😭",joy,0.758
2018-ar-joy-train-160,أحب رفقتك الي تمليني فرح دايما يا عسى ربي بالفرح يديمك ربي يحفظك 😢 💜 ❤️ يسلموو ياغناتي ماانحرم منك يارب,joy,0.609
2018-ar-joy-train-161,@_iN18_ الله يبارك فيك 😘\nيارب .. شاكر للطفك ودعواتك 🌹,joy,0.469
2018-ar-joy-train-162,دي حاجه كده اكبر من اعلان بكتير :D ده سر سعاده وانبساط غريب و بدون سبب يملك كل المفاتيح,joy,0.667
2018-ar-joy-train-163,رايقيين و بالنا مرتاح سعيد لنهاية شهر ابريل كأزهار الساكورا عندما تتفتح في موسم الربيع الجميل,joy,0.625
2018-ar-joy-train-164,فرح قلبي أستمده من ضحكة أمي,joy,0.844
2018-ar-joy-train-165,@MMilka86 في منامي نحلم وانا نوم 💤 في قصور البهجة وشموع ضاوية .\nهيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊,joy,0.375
2018-ar-joy-train-166,@RawanMirza ربنا ما حيحملك فوق طاقتك اطمني لانو ربنا عارف ايش في قلبك الله يهونها عليكي ويعوضك بالفرح القريب❤️❤️❤️❤️,joy,0.406
2018-ar-joy-train-167,افاا حلوه ريحته طيب 😂 فيه مرطبات كثير كويسة بعد بس شوفي اللي يناسبك وفادك واستمري عليه,joy,0.438
2018-ar-joy-train-168,#احتفالات_عيد_الرياض يا سلام عندنا الجسر المعلق وطريق الملك خريص فديت السياحة والترفيه يخقق 😊,joy,0.422
2018-ar-joy-train-169,@anas_khaldi عفكرة همه اجو عالأردن قبل هيك .. و الهدف من الحفلة انهم يغنوا مش جايين بقنعوا بالناس,joy,0.234
2018-ar-joy-train-170,أحببت هذا اليوم جدا كنت تضحك انت فأبتسم أنا تتحدث فأقع في حب أحاديثك تقبلني و أبلغ عنان السماء حبا قربك الأمان و كل مادونك غربة,joy,0.781
