ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-03152	❥ يارب إني أخاف أن أتمتع بذنب فأنسى نفسي فيه فتسوء خاتمتي يارب أبعد عني كل ذنب صغيرا كان أو عظيما	fear	0.779
2018-Ar-04019	انتي اقرب حد ليا يعني المفروض عرفاني، ازاي قدرتي توجعيني كده!	fear	0.531
2018-Ar-01320	مبقتشي خايف من الفاينال رهبة الامتحان اللي كانت ملازمني عند اي امتحان هي اللي كانت بتخليني اذاكر والرهبة دي راحت ودي مش حاجه كويسه خالص	fear	0.548
2018-Ar-03572	كيف لحديثك أن يسرق تنهيدة من قلبي وقد كان لا يثيره الا حزن القصائد 💛	fear	0.409
2018-Ar-04227	رغم كمية الإمتحانات ال درتهم في حياتي بش ضروري قبل كل أول إمتحان يجيني تلبك معوي و نعيش في وهم واحد ما عمره دار إمتحان و متوتر للمليون	fear	0.606
2018-Ar-00704	لن انسى ارتجاف شفتاي عند تقبيل جبينك البارد نظرتي الأخيرة لك و بكاء قلبي المستمر جمعني الله بك في جنته يارب أختي فقيدة قلبي#اروى_الحمدان 😔 💗	fear	0.645
2018-Ar-01336	@q834k بهالرطوبه اخم واغسل ؟؟!!!!!!!!!  انفولو 😤	fear	0.258
2018-Ar-04287	بحس إن أي سُلطة في البلد بتستخدم أسلوب التخويف ، و احنا بنحبط و بنغضب بس عمرنا ما نتجرأ نرد ، مفيش حاجة تحميك أو تضمنلك حقك ،البقاء للأقوى	fear	0.531
2018-Ar-03459	مخيف هو هذا العالم حرب نار ودخان أينما وليت خوف موت واقتتال و دم تعال نهرب بنا بيعيدا نسرق من الأرض ملجأ نزرعه حب وياسمين #تنهيدة	fear	0.718
2018-Ar-01490	كل تلك الأكتاف قادرة على حمل رأسك لكن و ل سوء حظك ليس بينهم الكتف التي تحب #وجع	fear	0.439
2018-Ar-03790	الحكايه مش حكايه #زعل الحكايه حكايه قلب #اتوجع :(	fear	0.484
2018-Ar-02700	- أخاف أن تقتل أولادنا التعاسة وضيق الاحتمالات - جرعة أمل ويعودا للحياة فلا تقلق	fear	0.734
2018-Ar-00372	وانا عمري شهرين انحرقت خيمه طالعين فيها وطلعت امي مرتاعه ونستني و رجع لي زوج خالتي شق الخيمه بيده عشان يوصل لي وللحين اصابعه مشوهه من الحرق	fear	0.530
2018-Ar-00430	أنا الي يرتجف مثل ارتجاف الخايف الرعديد إذا شاف القبور الضيقات وحس بذنوبه	fear	0.823
2018-Ar-02071	عندك همج زايد ودحلان ماعندهم مباديء جيرة وحسن ظن الله يناقم منهم عاجلا غير آجل	fear	0.422
2018-Ar-00035	اكره شي بتويتر المريض اللي يسويلك فولو ويلعن خيرك رتويت ويمنشن كل تغريده وبس تسويله فولو يسويلك انفولو كل هذا عشان يجمع فلورز #مريض	fear	0.387
2018-Ar-03883	لأنهم هم من يحييك المؤامرات ضد الجنوب الحوثي وعفاش عدوا ظاهر وهم عد مستتر اكثر خطوره	fear	0.422
2018-Ar-00520	انا ودي تقول اسمي وتلامس خدي بكفوفك تحبني من طرف حزني واحبك من طرف خوفك.	fear	0.406
2018-Ar-02022	معاناة طلاب الشهادة هالايام: -صباح الخير ماما -اديه قلتلي بتجمع #خايفة_ابن_خالتك_يسبقك	fear	0.500
2018-Ar-01738	عندي فوبيا من اني المس يد شخص غريب م اعرف ليه بس م احب احس فيه شي غريب وغلط لازم اكون اقل شي قد تكلمت معهم لو كلمتين	fear	0.773
2018-Ar-02164	لاحظت بالفترة الأخيرة كثيير صاروا يعانون من الخوف وأنا منهم التوتر غالبا يسبب اضطراب في القولون وهو اللي يعطيك شعور الخوف	fear	0.781
2018-Ar-02373	هل تعلم ماهو #الالم ان أكون معك قمة #الوفاء و #الصدق وتكون انت في قمة #الجحود ولست #نادم على ذلك أبدا	fear	0.453
2018-Ar-03694	@tahan82394918 خلاص عاد انا اعتذرت وانتي اقبلي اعتذاري اممممم لازم تخلي العالم تشوف ايش قلت تغريدة ومسحتها	fear	0.375
2018-Ar-02037	أحياناً أحس أني روحي خُلقت في مكان آخر\nوإلا وش تفسير الاستياء من لحظة ولادتي إلى الآن من العيش في السعودية	fear	0.551
2018-Ar-02235	مؤلم جدآ عندما يقف أمامك أب يشكوا حال أبنه وعيناه تنهمر بالدموع ويقول "عجزت في تربيته فماالعلاج" أيهاالأبناء والبنات أتقوا #الله في والديكم	fear	0.561
2018-Ar-03354	حسبي على الي خذاك مني وغير أطباعك 💔 #خيبت_ظني #جرح #عتاب #الم	fear	0.470
2018-Ar-03637	احنا بيهمنا زعل الناس القريبة من قلبنا فعلا الى هو لا دول ماينفعش يزعلوا ونفكر ازاى نراضيهم غير كدة لا ✋ 😀 😍	fear	0.234
2018-Ar-03938	@ayloulbk و ماينوصف بالكلام ودك تدخلينه بقلبك عشان يشوف الوجع الي سببه لك	fear	0.391
2018-Ar-01020	افتكر انك هتجيلي بكرا علشان ادوس عليك (اصل الدنيا بتلف ) ودوري جاي 💪💪💪💪😡	fear	0.290
2018-Ar-01937	@nig#mond @RM4Arab لا عيني احنا هسه ميتين من الخوف لا لا لا وألف لا لا تخوفنا	fear	0.859
2018-Ar-01543	الحرب قامت ف كفرالشخ 😱😱😱\nفيه صوت ضرب نار .. رشاش آلي.. 😨\nحد يعرف في إيه !!!	fear	0.758
2018-Ar-02167	خوفي اللي كان من التاريخ و خلاني اصم الكتاب ويينه الحين احتاجه حق الجغرافيا مخي مو راضي يستوعب ان فاينل :) )	fear	0.606
2018-Ar-00762	@skynewsarabia أرجح أنها راح تستهدف نفسها كما فعلت إيران لأنهم مذعورين من الحقائق اللي انتشرت عنهم وأوضحة علاقتهم باالجماعات الإرهابية	fear	0.547
2018-Ar-01295	عندي فوبيا من شاحنات لأن قبل صار حادث علينا زمان فصرت اخاف عنيده وتحب ترادد وطفش اللي قدامي م اسكت لين اطلع انا الصح 😂	fear	0.797
2018-Ar-01083	غلطة ياسر المسيليم طبيعية جدا ومتوقعة من لاعب اقدامه مرتجفة \n\nولكن \nكيف ضم الزوري المبتعد عن المباريات وتحجج بالابتعاد عشان يزحلق العويس؟	fear	0.258
2018-Ar-03159	هواء خوف توتر إرهاق نوم جوع قلق أرق كل شي كل شي	fear	0.854
2018-Ar-01222	ملعون ابو اللي جابه بس حقيقي محدش مطلوب منه يشتم مرسي ولا الثورة دي حاجة ودي حاجة	fear	0.359
2018-Ar-03431	تجيني فترات ما اطول فالنوم عكس نومي اول اقوم بي شعور بالفزع و تأنيب الضمير مع اني مالقيت السبب	fear	0.613
2018-Ar-00913	البعض ما اعرف كيف يفكر !!\nتحصله كأنه حزين وهو صايم 😣\nياخي هذا #رمضان ما عزاء عشان تزّعل نفسك وتبوز🙁	fear	0.406
2018-Ar-01897	@233_laila وش يفهمهم. وش ذا الاشتياق اللي يهز الصدر ويقلق النوم 💔.	fear	0.548
2018-Ar-01252	عن الليالي السود المخيفة : كنت الاشراق السريع مدحضة كل ذعر قاتلة كل نوبة ذعر ابدا لن انسى ذلك يا طهر هذه الارض و ركازها	fear	0.618
2018-Ar-02384	الشعب ملوش غير طلب واحد #عزل_السيسي	fear	0.234
2018-Ar-01276	كل ماجيت اهتم ببشرتي واظافري يطلعلي شبح الحبه الي تطلع ليلة العيد والظفر الي ينكسر 😖 #رعب	fear	0.625
2018-Ar-00675	كشعوب واعية لا يمكن أن نقبل بما تقوم به وسائل الإعلام اليوم من إثارة الشائعات وكيل الاتهامات تجاه أي طرف؛ فتصعيد حدة التوتر ليس من صالح أحد	fear	0.379
2018-Ar-03853	انا وحده عايشه لوحدها مش حاسه وحده في ضحكي حزن غريب  وبحزني ضحكه..🚶🏻‍♀️💔	fear	0.530
2018-Ar-02907	يارب انام يارب انام يارب انام!! مو طبيعي كل ماغمضت عيني فزيت من النوم مرتاعه مدري ليش ، كذا قلبي قاعد يحرقني فيني غصه برضو مدري ليش وجع	fear	0.766
2018-Ar-00629	نظرة تأمل وتفكير لسنين مضت بلمح البصر مليئه بذكريات حزينه وفراق وخيبة أمل رسمت على ملامحها تجاعيد الزمن	fear	0.561
2018-Ar-02510	@i_Rayan19 هدوء الحين بس وقت المباراه ارتجاف	fear	0.609
2018-Ar-04108	محاولة السعودية والإمارات ترهيب شعوبهم بالسجن هي محاولة للجم الاراء الحرة المعارضة لحصار قطر ودليل على ان هذه الشريحة هي الأغلب /3	fear	0.545
2018-Ar-03922	الاعلام المصري كذب نفاق تضليل نشر الخوف والهلع والجبن	fear	0.394
2018-Ar-03290	بكى قلبي لما غاب عني المطر لما أرعبني الجفاف	fear	0.563
2018-Ar-00575	@iRona07 عشان كده العرب كانو بيشوفو ان اللي عيونهم ملونه نذير شؤم\nتحسي عينه فيها غدر وشر	fear	0.359
2018-Ar-01958	محدش ينكر إن الكآبة بتبقي attractive برضه 😌	fear	0.221
2018-Ar-03105	لست #حزين 😀 و لست #سعيد 😌 و لست #متفائل 😊 😊 و لست #متشائم 😉 هناك شعور #يخنقني 🤔 🤔 يقف بينه 😒 و لا أستطيع أن #أفهمه 😁 أو #أحتمله 😃	fear	0.266
2018-Ar-01318	#مناره_الحدباء هذا العمل يدل ان لا ثورة عشائر كانت ولاشي وهذا التهديم وصمت عار بجبين من ادخل داعش وصفق له يذكره التاريخ للحشر والله #جبناء	fear	0.485
2018-Ar-03874	@dr_alimane3 كيف مو بهالسرعة ، اجل لاعب لك 5 شهور تفاوضه ، ادفع له ووقع معاه ... ولكن هذي إدارة ليفربول من عرفتها جبانة ولا فيها رجال	fear	0.281
2018-Ar-01073	كنت في حالة حداد وبكاء على حسابي اللي طار ااة واسوني تكفون	fear	0.438
2018-Ar-02480	مغفرة جامعة وارحمهم رحمة تنير لهم بها قبورهم وتؤمنهم بها يوم الفزع الأكبر عندنشوزهن اللهم تحنن على ضعفهم كما كانوا على ضعفنا متحننين يتبع	fear	0.484
2018-Ar-01702	فهم أسود شرسة على بعضهم وهم نعامات مرتجفة أمام أعدائهم قبحهم الله من جبناء وأذلاء ومتآمرين	fear	0.422
2018-Ar-03707	دكتور عندي هالأعراض سخونه داخليه بالجسم ارتجاف اليدين والرجلين ثقل بالراس عدم تحمل الجو البارد ضربات قلب سريعه قلق خوف عصبيه إمساك	fear	0.818
2018-Ar-03875	للاسف ماكنت قضيه مغريه ل انتقم منك انت حدث تافه مايغوي خبثي حتى 😌 👋 🏻	fear	0.355
2018-Ar-00426	@H_More_F والله كآبه غير طبيعيه بعدين عطني حل معقول ماطلع معك الا انتحر 😂	fear	0.485
2018-Ar-00282	طاري الموت يجيب لي قشعريرة,يأثر علي ويرجعني ثلاث سنين ورا.	fear	0.773
2018-Ar-04357	@ameratalwrd3 @yarab_890 @HanoofsAl @S__sad ياخوفي ثقافتك هذي تروح هدر	fear	0.394
2018-Ar-01696	مش كُنا فضلنا اصحاب  أحسن 🙁✋️	fear	0.109
2018-Ar-03482	@El3zi_10 ايش صارلك بعد ماجددت الجواز؟ احنا عايله وودنا نروح بس مره متخوفين من المنع	fear	0.656
2018-Ar-01456	تخويف وادخال الرعب بقلوب الناس مو شي يضحك وتسميه "مقلب" يا شاطر انت وياه	fear	0.591
2018-Ar-03955	دعني اعبد الله بلا إكراه بلا ترهيب دعني اود لقائه بلا تعقيد بلا ذلك الخوف المهيب	fear	0.578
2018-Ar-00428	الأنثى التي بكت ب حرارة ذات يوم لن تبقى جبانة للأبد : )	fear	0.313
2018-Ar-01863	#حقد بخزي من وين كمية الحقد المرعبة على بعض - يشعر بالغضب	fear	0.668
2018-Ar-02930	@asa_q0 @Abdulazizz08 والخطف مافي خطوره ع المواطن كلمه الامير لاتعملون لجان ايش رايك	fear	0.406
2018-Ar-02105	موضوع كريستيانو مسوي قلق فالتايم لاين عندي اكثر من قطر بكبرها	fear	0.453
2018-Ar-01487	جرح وصل	fear	0.391
2018-Ar-00524	اصل فى نوع جروح مهما عدى عليها الوقت بتفضل موجوده جواك لدرجه انك بتخاف تعمل اى حاجه جديده علشان متتوجعش تانى\n👌🏻👌🏻👏🏻	fear	0.563
2018-Ar-02163	الشي الأحلى ان الفيلم مبني على قصة حقيقية عرفني على مرض أول مره أعرفه و كنت اتوقعه نفسي لكنه عضوي و أعراضه جد مرعبه 💔 💔	fear	0.766
2018-Ar-01879	خايف امسح اي ورق من علي الموبيل او اعمل unsave لحد م اشوف هعدي ف ايه وهشيل ايه 😁 مع اني مكنتش بفتحهم اصلا غير ليلة الامتحان 😂😂😂	fear	0.516
2018-Ar-02819	نايمه في سلام الله فجأه اسمع صراخ عشان المنتخب قومتني من نومي بفزع كان نفسي اقوم واطفي التلفزيون بس اكتفيت بتهدئه قلبي المرعوب وغمضت عيوني	fear	0.667
2018-Ar-03353	بس ان شاء الله كذب يعني بالله اش نوبة هلع انا بخير 💖	fear	0.469
2018-Ar-02525	لما أشوف أعمالكم وأشوف الوضع الفني الحالي أحس بالخجل وبالامتعاض من الوضع الحالي أين كنا وأين أصبحنا أنا فخور بكم أستاذي	fear	0.391
2018-Ar-02958	#إهمال_المدارس_الثانويه_في_تأخير_الملفات\n- يعني عيب والله يكفي انو ذي الفتره كلها اختبارات تحصيلي , نهائي , قدرات💔💔.	fear	0.500
2018-Ar-02672	حسبنا الله ونعم الوكيل #ظلم #قهر #خيانة	fear	0.682
2018-Ar-03384	@kurbaag اروع قيادة اللي حجابها استرچ وحاطه تلفونها بالحجاب وتسولف يعني هاند فري تحسسك هي ومايكل شوماخر مدربهم واحد 😤	fear	0.344
2018-Ar-00078	من المؤسف حقا أن تبحث عن الصدق في عصر الخيانة وتبحثعن الحب في قلوب جبانة *	fear	0.394
2018-Ar-04151	يارب بتوع اولي وتانيه يتهدو وميقعدوش يغيظوا فينا انهم خلصوا امتحانات يارب 😏🙆	fear	0.383
