ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-01943	اذا هادي لوجوه حزينه ايش اقول عن حالي تعيس 😬 😂	sadness	0.516
2018-Ar-01433	براقب واحد مش بيكلم كلمة ، الله ينتقم منه ..	sadness	0.391
2018-Ar-02539	الشوق يقتلنا دون أدنى رحمة الحنين كافر #تنهيدة	sadness	0.641
2018-Ar-00035	اكره شي بتويتر المريض اللي يسويلك فولو ويلعن خيرك رتويت ويمنشن كل تغريده وبس تسويله فولو يسويلك انفولو كل هذا عشان يجمع فلورز #مريض	sadness	0.234
2018-Ar-00948	معرف كيف أراضي وانا ازعل من الشخص نفسه لانه زعل	sadness	0.547
2018-Ar-02258	الواحد مش زعلان والله، بس حاسس بخيبة أمل من ناس كتير	sadness	0.656
2018-Ar-00898	أشتاقك جدا  _من أخبرك أني أطيق غيابك وأنني امرأة بلا حب لتعذبني بما شئت من الفراق ❁	sadness	0.636
2018-Ar-03498	شكراً لِك لأنك من بعد مارحلت\nعلمتني إكون هالشخصّ بالقوة هذي وبالقسوة هذي.	sadness	0.391
2018-Ar-01241	عارف اما تبقا قاعد كدا و حد يقولك مالك بترد عليه بتنهيدة و تفر من عينك دمعة سخنة بتدل عن حرقة قلبك و بعدها تمسحها و تقول كويس	sadness	0.703
2018-Ar-04315	اة يا دولة\nمش عارفين نستقبل فيها معايدات\nولا عارفين حتى نعيد على حد\n#قهر\n#وجع\n#حسرة\n#ذل\n#مهانة	sadness	0.625
2018-Ar-02124	#مجروحه بتعشق #متشائم متوقع إيه غير #بؤس شديد 😶 ☹️	sadness	0.547
2018-Ar-04354	لا تدققيين والله ضغطي مرتفع وزاقة معي 😓	sadness	0.563
2018-Ar-02081	@I8l8lI ليه مبعد وانت داري اني .. حزين!\n\n^ صح بوحك 🌹	sadness	0.594
2018-Ar-00322	#حزين المساء من دونك ماشفت من بعدك حياه 💔	sadness	0.641
2018-Ar-00435	الله يرحم سمير سعيد كان نجم كبير في الحراسة وما تطوف عليه بسهولة لكن مؤيد الحداد ماله حل ✋	sadness	0.406
2018-Ar-03876	احتاج افرغ غضبي على احد بس محد له ذنب فلذلك اتطرق للانعزال	sadness	0.533
2018-Ar-00429	@khalidjassem74 مشاعر مواطن خليجي مخلص ابوجاسم؛ والله ان فينا من الحزن على مايجري بيننا حد البكاء؛ ولكن مالنا غير الدعاء اللهم اصلح احوالنا.	sadness	0.750
2018-Ar-02672	حسبنا الله ونعم الوكيل #ظلم #قهر #خيانة	sadness	0.750
2018-Ar-03134	هذا المساء :\nأحتاجك لذا فا الكلمات وان احتشدت على السطر لن تفي وصفا .!\n#تنهيدة_حرف #غصة_إفتقاد #تناهيد	sadness	0.500
2018-Ar-04305	أعوذ بك يا الله من أن تحل الكراهية بدل المحبة، ومن أن نلاقي الوجه الذي كان يحمل لنا الود عابسًا، ومن أن نحتار من بعد الطمأنينة.	sadness	0.333
2018-Ar-01066	لم أتمنىٰ يوما شيء ك أمنيتي بأن يهديك القدر نصيبا لي #غصة	sadness	0.609
2018-Ar-00875	ليش ضعيت الوفاء ليش خيبّت الامل ليش سببت الفراق؟.	sadness	0.563
2018-Ar-02626	من ثنايا قلب يلهث ..........بالدعاء \nجيت اهني صاحبي بشهررمضان \nوالزعل اللي بقلبي له ........قضى \nانطوت صفحة زعل ذاك ...الزمان	sadness	0.548
2018-Ar-04040	الكل بتويتر يحس بتوتر ورهبة من القرارات + مو مرتاحين بعد صدور القرارات !!! \nالله يستر	sadness	0.344
2018-Ar-02559	انت مصري أذن انت بائس و حزين	sadness	0.710
2018-Ar-03592	أنا لست أخشى #الذئب ذئبا انما أخشاه في جلد #الحمل #رعبي #عدو لا أراه أو لا أراه إلا إذا #فات_الأوان #نجيب_سرور	sadness	0.450
2018-Ar-02711	الإستماع إلى # الأب أثناء # عصبيته_وصراخه ،\nمثل قراءة شروط وقوانين # مواقع_الإنترنت ..\nما # بتفهم شي ، بس # بتضغط موافق 👍😅😂😂😂😂\n#لانا	sadness	0.219
2018-Ar-00685	@mawladdawilah بجد والله حاسه مش طبيعيه 😢	sadness	0.468
2018-Ar-01878	@amon9918 انا منلي يا حسرة .. ما في حدا معبرني تا اقلب نفسية او غيره 😏😏😏😶😶\n\nحالتي بتبكي الدبب 🧐🧐🧐	sadness	0.531
2018-Ar-02328	لم يخطر ان يوما نشكو منهم ونردد بين الانفاس لعلهم خيرهه #صديق #احباب #اصحاب #عتاب #حزن #غالي #شعوري_الحين_يقول #ضيق #رمضان #الفقد #قصيد	sadness	0.625
2018-Ar-03141	علمني كيف يقسو القلب على من احبه #تنهيدة	sadness	0.581
2018-Ar-03762	41 مباراة بدون #هزيمة والواحد مش عارف يستحمل من حرقة الدم بسبب خسارة ماتش q امال الناس اللي بتخسر بال5 ماتشات ورا بعض دول عايشين ازاي	sadness	0.313
2018-Ar-04250	مابقى عندي دموع ابكي عليك #تنهيدة #شطر	sadness	0.672
2018-Ar-00889	على شو يا حسرة نغار منكم 😂 😂	sadness	0.156
2018-Ar-00011	الله يجبر مصابه انهم أهل الوفاء فلا غرابه إن جزع	sadness	0.439
2018-Ar-03719	انت مبتكلمنيش علي الواطس ليه ؟\nيخربيت الطعليم المجاني 😠  \n#احلي_حاجه_في_رمضان2017	sadness	0.097
2018-Ar-02486	كانت عيناه تعكسان هدوء السماء و كان قلبي أنا مكدرا مثل الجحيم	sadness	0.594
2018-Ar-00842	om hassan | أم حسن\nقاطعوا المحل الغير محترم ده فى مدينة نصر  .. اعتدى على بنات بالضرب علشان منتقبات ومختمرات .. النجاسه فى ازهى صورها	sadness	0.375
2018-Ar-02307	تحذير السفاره الأمريكية تفجير ام بث رعب و ترهيب #السفاره_الامريكيه	sadness	0.417
2018-Ar-00046	اشفق على من يتمنى الموت ل نفسه من اجل موقف تافه اثار غضبه انصتوا ل هدوء { المقابر } لا اعتقد بأنكم جاهزون لها	sadness	0.609
2018-Ar-01792	اتمنى فصلهم من الجامعة ومعاقبتهم همج الله ياخذهم يعني كذا مرجله كلكم على واحد مثل "الكلاب المسعوره " #ضرب_دكتور_في_جامعه_الملك_خالد	sadness	0.531
2018-Ar-02394	جيزان قبل قليل كمين محكم يؤدي بمقتل اكثر من 5 عسكريين سعوديين بينهم ضابط واسر 2 هذا سبب تحليق طائراتهم الجبانة بشكل هستيري الى جهنم	sadness	0.484
2018-Ar-01575	مش حلوة العطلة أبداً والواحد قاعد عأعصابه 😶💔 \nبدي علاماتي 😭💔 \n#معطلة بس #مش_معطلة 😓	sadness	0.469
2018-Ar-01879	خايف امسح اي ورق من علي الموبيل او اعمل unsave لحد م اشوف هعدي ف ايه وهشيل ايه 😁 مع اني مكنتش بفتحهم اصلا غير ليلة الامتحان 😂😂😂	sadness	0.391
2018-Ar-03380	#امي يا شمعة حياتي ونبض #روحي #ضفتيلي جرح مع زحمة #جروحي	sadness	0.688
2018-Ar-03813	انتى بنى ادمة وسخة وشرموطة وشكلك يقرف شيليها علشان ما تعمليش ذعر للناس	sadness	0.406
2018-Ar-00344	أنا حزينه بشكل حقيقي وبدون لف ودوران و ماعندي شخص يقول لي " لاتحزني .. فالحزن في عينيك من أعدائي":(	sadness	0.774
2018-Ar-02727	والله مستوى اليونايتد مثير للشفقة هذا مو فريق كرة قدم	sadness	0.145
2018-Ar-00477	اول مرة احس اني اكون محتاج حد جنبي وياخد باله مني الفترة دي بحب الوحدة اه بس بقيت اخاف منها	sadness	0.613
2018-Ar-02800	ربي ارح فكر ابي وابعد عنه الهم والحزن وأسعده سعادة تبكي عينه منها ربي بشر ابي بخبر قريب يسعد قلبه وحقق احلامه وما هو شاغل فكره 💤 💗	sadness	0.531
2018-Ar-01617	@OoredooOman ي حسرة وين احصلهم	sadness	0.469
2018-Ar-00619	لمّا أشوف ندبات وجروح يدي أحزن كثير.	sadness	0.906
2018-Ar-01060	عنجد ما بعرف ليش هيك \nيلي بيكرهك..إذا شاف فيك شي منيح بيصير بيكرهك أكتر واكتر ....\n\n#اللهم_زدهم_غيظاا😌\n#فظاعه_هيك_عالم — feeling peaceful	sadness	0.484
2018-Ar-03107	طبقا للبرلمان الجديد \nانا بدور علي اسم لنفسي \nمعيش فلوس ادفع الغرامة 🤣🤣🤣ا\nطول عمري اقول \nانا مش انا يا دكتور 😠😠😠😠	sadness	0.212
2018-Ar-00729	انا جعان للنوم اكتر من الاكل و الشرب النوم المتقطع ده تعذيب	sadness	0.344
2018-Ar-00752	طيب تجاربهم المرعبه هذه ما طلعت شي للعلم الحديث	sadness	0.266
2018-Ar-02037	أحياناً أحس أني روحي خُلقت في مكان آخر\nوإلا وش تفسير الاستياء من لحظة ولادتي إلى الآن من العيش في السعودية	sadness	0.578
2018-Ar-00024	خلوني اليوم انا حزينه :(	sadness	0.750
2018-Ar-02379	الله رحيم والله لو عندي اطفال كان الحين مجنونه اركض بالشارع عندي هلع وخوف افقدهم يضيعون احد يخطفهم مو عادي حرصي يفوق الوصف	sadness	0.516
2018-Ar-01661	على كثر الي بيننا صار على كثر الجفا والزعل وعلى كثر الحنين تدري اني من غبت ما حل مكانك حد مكانك خالي لين يومك #rmr	sadness	0.548
2018-Ar-03994	أسوأ ما في الإعتذار ارتباك كلماتك أثناء التحدث وأجمل ما فيه شجاعتك على المبادرة وهزيمتك لكبرياء يمنعك من تقديمه	sadness	0.375
2018-Ar-02003	كل هذاولا سال عن السبب مع ان ممكن يكون سبب تافه اودلع بنات على قولتهم كان كل همه من اللي نزل دموعي كانت ردت فعله بس يبي ينتقم من اللي زعلني	sadness	0.531
2018-Ar-01677	@Mobily @3bouabid ياخي ردوا علينا عطونا وجه تعالوا خاص اي شيء بس ردوا  😠	sadness	0.281
2018-Ar-01547	كآبة بهالوقت متى انام بس	sadness	0.661
2018-Ar-00604	@maryam1001 اللي باع وطنه مرات عادي انه يغمض عينه عن مصيبة زي دي	sadness	0.515
2018-Ar-00385	والقلب مجروح	sadness	0.669
2018-Ar-00961	@Shaa8r انا اول ماشفته رمى النضارى\nجاء ببالي جرس الإنذار الي ع الباب وانه بيورطه	sadness	0.313
2018-Ar-04028	حاليا عايشه مقطع اغنية "بكيتك لين ملتني عيوني🙂💔" مداومه من احين عساس الكلاس الساعه تسع وطلع الساعه عشر ونص بصيح بصيح 😭💔💔💔💔💔	sadness	0.576
2018-Ar-03962	ألا أيها الليل الطويل ألا انجل بصبح وما الإصباح منك بأمثل #يأس	sadness	0.688
2018-Ar-00829	@ArkanSumer ليش ترضي الي يفجرك ؟؟ ارضي بلدك واهلك مامسويه فضل سلاح قديم بضعف السعر همه الممنونين امريكا دعمتك بالسلاح وروسيا لازم نعبدهم ؟	sadness	0.520
2018-Ar-00448	مايستفزن ويطلعن من طوري الا الاصوات المرتفعه وكانهم دقيقه ويتذابحون وهم بطبيعتهم	sadness	0.516
2018-Ar-04083	مش مكتوبلي ارتاح يعني لو ليوم واحد طيب لازم خرا كل يوم كده 😡	sadness	0.641
2018-Ar-01400	يا من يعيد للمريض صحته 😥 ويا من يستجيب دعاء البائس الضعيف 🙌 أسألك يا الله أن تلطف بجسد كل مريض وتكتب له الشفاء العاجل يارب العالمين	sadness	0.547
2018-Ar-00141	يارب تطلع النتيجة الي فيها خير بموت من التوتر💔💔	sadness	0.641
2018-Ar-01015	ليس لنا في هذا الوطن إلا الحزن والحداد	sadness	0.795
2018-Ar-02621	طيب والي عمل كده عرف منين ان كانت مسيحيه او مسلمه اقسم بالله عندهم عقم في عقولهم ربنا ينتقم من الي يعمل كده	sadness	0.484
2018-Ar-04296	@MYS_SH0 أفضل متابعين لي ، انتي مو منهم ☹️💔	sadness	0.391
2018-Ar-01573	كان الحلم دوله خليجيه واحده فأصبح الحلم كابوس #كلنا_قطر #كلنا_تميم	sadness	0.394
2018-Ar-04014	وقت الخلاف بلاش تقسوا على بعض.. الخلاف مهما طال مسيره يخلص إنما القسوة وانك تسيب اللي بتحبه ينام زعلان ده عمره ما هيتنسي ابدااا..✋😔💔	sadness	0.532
2018-Ar-00811	ما اشبه الليله بالبارحة حركة النقل هذا العام مثل حركة العام الماضي تعب وقهر وانكسار واحباط من ( وزراة الخيبه ) #اعاده_حركه_النقل_الظالمه2	sadness	0.548
2018-Ar-02700	- أخاف أن تقتل أولادنا التعاسة وضيق الاحتمالات - جرعة أمل ويعودا للحياة فلا تقلق	sadness	0.613
2018-Ar-00135	عاوزة فرحة تخلينا نتطنط كدا 💔 😭 انا بقيت بائسة خالص 💔	sadness	0.594
2018-Ar-02335	بعض الحسابات هنا تحاول بث الرعب بالناس بايهامهم ان هذه هي بداية فوضى وحراك في البلد الحذر الحذر وبلووك #تفجير_اجياد_المصافي	sadness	0.422
2018-Ar-00786	أنا جبانة وبخاف جدا من الفشل لدرجة أني بكتب بس ع تويتر عشان متأكدة أن محدش هيقرء اللي أنا يكتبه	sadness	0.531
2018-Ar-00570	خوف ارتجاف رغبة بالبكاء حنين فراغ في الصدر تفتت القلب رعشة الاضلاع افكار انتحاريةوجوه عابرة اصوات راسخة اغاني تزيد الحنين وانفاس تهد الحيل	sadness	0.844
2018-Ar-01691	لاتشيل الهم والدنيا متاع ابتسم عيش الليالي في سرور كم كبير وكم كريم وكم شجاع خلوا الدنيا وعاشوا في قبور	sadness	0.313
2018-Ar-04387	الأمن السعودي هو من أنقذ رفاقك في جزيرة الخبث والفتنه باليمن عندما كانوا على وشك الوقوع بإيدي الحوثيين في عدن أخرس يا وضيع	sadness	0.339
2018-Ar-03382	المتصدرون يستغرقون في نقاش شكل الدولة ونظامها واسمها ودينها والبسطاء يغرقون في هموم القوت اليومي وانعدام الأمن	sadness	0.438
2018-Ar-00233	احس تسوي فيني مقلب والله ما اصدق انها ضجرت عشان ذا الشي البايخ التافه💔🙂	sadness	0.406
2018-Ar-02586	#ما يقتلني أن الغريب يقرا بلمحة صغيرة حزن #روحي وأنت المبصر في عيناي دائمآ لم ترى #حزني 😳 😳 #الحلبي	sadness	0.734
2018-Ar-00555	ودي أخالفك في الرأي لكن أخاف أصير أخونجي في نظرك لكن أنا اتفق معك	sadness	0.323
2018-Ar-03234	حسبي الله ونعم الوكيل \nانا باعتذر للكل مش قادرة اكمل تهاني بحلول رمضان \nالحداد مالي قلبي\nعالاطفال اللي راحت😔😔😔\n#مصر\n #رمضان_كريم\n#المنيا	sadness	0.790
2018-Ar-00034	أبويا الله يرحمه كان دايما يقولي : محدش حيمسح #دمعتك إلا ايدك\n\nوكنت بسمع الجملة وأكبر دماغي\n\nومعرفتش قيمة وحقيقة الجملة دي إلا بعد موته.	sadness	0.652
2018-Ar-04060	يخربيت ام الضرس المخروم اللى هيقعد يجبنى العيادة و يودينى ١٠٠ مرة 😡	sadness	0.403
2018-Ar-04097	التعدد ما هو إلا خيانة للزوجة بإسم الدين و بدون أي تأنيب ضمير و أي رجل يلقب زوجته بالبرميل فلا يستحق اهتمام أي امرأة	sadness	0.375
2018-Ar-00872	بلدنا بلد خير ومن يعمل فيه يستحق الخير مجرد موافقة وزارية تنهي معاناة من تجرع مرارة الغربة #مطلبنا_حركه_تصحيحيه_شامله2	sadness	0.194
2018-Ar-04086	و الله وجعيني اليوفي الزح..  مش هكي	sadness	0.406
2018-Ar-03356	الواحد محتاج يبعد عن الناس اللي بيشوفهم شويه \n#عزله	sadness	0.578
2018-Ar-00253	@DanyRyad  الله يبارك لكن توري ثقافتنا ماراهيش ثقافة الخمر و القمار انا لست ضد المسلسل علبالي كاين عداوة الاخوة والميراث لكن ازعجوني بهذه	sadness	0.313
2018-Ar-02834	سيضرب بيد من حديد كل مأجور سافل حقير تسول له نفسه أن يتطاول على أعراض الناس أو أموالهم وسيصبح عبره ورساله لأسياده وإن غدا لناظره لقريب	sadness	0.484
2018-Ar-01924	من مقاصد سورة الدخان: الإنذار بالعذاب المرتقب من خلال تخويف المكذبين من عذاب الدنيا والآخرة - المختصر في تفسير القرآن الكريم	sadness	0.406
2018-Ar-03388	غيظ من فيظ هؤلاء القوم يعيشون حالة انكار فريده من نوعها تصريحاتهم اصبحت مثيره للسخريه حتى على المستوى الدولي	sadness	0.391
2018-Ar-01283	٢- او بضياع العمر والجرح وتكون تلك النهاية هي الأقدار شاءت أن تكتب علينا أما الفراق و أما السعادة	sadness	0.563
2018-Ar-00299	بعض الاغاني تدخل القلب وتبعثر كل مافيه وتصعد العقل وتبحث فيه عن الذكرى المرتبطه بهذه الكلمات ،فيبدأ يخيم على صاحبها السكوون والمصحوب بتنهيده	sadness	0.391
2018-Ar-01771	واحدة بعربية bm عالاذان بالضبط خبطتني من ورا نزلت مخضوض اتخانق و اشتم لقيتها قعدة مذعورة و بتتأسف و تقول سرحت .. سيبتها و مشيت 😑	sadness	0.250
2018-Ar-02501	قسم بالله ارتجف ارتجاف كأني ميت وبعد المباراة اصدع	sadness	0.547
2018-Ar-00681	آرق ملل ضجر قرف روتين سهر شو الحل ولو بدي نام حدا عندو حل بدي نام	sadness	0.543
2018-Ar-01768	هاذي الايام متنرفزة🔥 ودي اشوف اللي اكرهه واطقه واطقه واطقه واعضه واقطع شعره وامشخه واشوهه اخخ بس ليته.!🔥🙂💔	sadness	0.563
2018-Ar-04072	مؤلم.. تدرس وتدرس ووقت تدخل الإمتحان تنسى كل شي\n#فوبيا_الامتحانات	sadness	0.516
2018-Ar-03179	انا اكره قصة الايرانيه اللي أقاموا عليها حد القصاص لانها قتلت ريال اعتدى عليها صج صج حسيت بالظلم اللي وقع عليها	sadness	0.656
2018-Ar-02824	شعور اني مزعله شخص قريب من قلبي شعور كلب جدا يارب لا تخليني حسره بقلب احد 😪 💙	sadness	0.661
2018-Ar-02480	مغفرة جامعة وارحمهم رحمة تنير لهم بها قبورهم وتؤمنهم بها يوم الفزع الأكبر عندنشوزهن اللهم تحنن على ضعفهم كما كانوا على ضعفنا متحننين يتبع	sadness	0.527
2018-Ar-03115	انا حانق عليهم في موضوع ريد ديد يعني نخرف التاريخ عشان خاطرهم	sadness	0.484
2018-Ar-00347	عند حلول منتصف الليل ازداد قلقنا وخوفنا عليها امي تدعو من جهة واختي تدعو من جهة اما انا اشاهد نافذة وفي هذه ليلة لم ينم احد	sadness	0.565
2018-Ar-02478	في ضلوعي لك مدينه شعبها  ميت " حنين " إشتياق 💔 😩	sadness	0.594
2018-Ar-03759	تنهيدة طويلة ثم قل : لا إله إلا أنت سبحانك إني كنت من الظالمين منها أجر ومنها راحة نفسيه 💗 👌	sadness	0.328
2018-Ar-00999	@lladyzaza شفتى وشلون لما العيال يطيحون بأهل ماعندهم مسوليه😠	sadness	0.355
2018-Ar-03412	يوم جرحك سيدي ابكى #السماء وحتى عرش •اللہ̣̥ هالليله #حزين حقها هاآي العين ماتبجي #دموع تبجي والله دموم لجلك #يااعلي	sadness	0.806
2018-Ar-00618	محدش #هيسال عاليك في #غيابك غير الي هيحس يومو #ناقص من #غيرك	sadness	0.453
2018-Ar-03910	بلاها فيديوهات بكاء النواب رجالة وستات دا مش دورهم دا دورنا احنا ،، هما قطارهم عدى خلاص وضيعوا الفرصة 😡	sadness	0.359
2018-Ar-03401	انني طيب بما يكفي لاسامحك ولكني لست غبيا بما يكفي لاثق بك مره اخرى	sadness	0.306
2018-Ar-00486	محبط متذمر ساخط متنمر متشائم طاقة سلبية متنقلة ياخي الله يعينك على نفسك :(	sadness	0.672
2018-Ar-00822	بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي	sadness	0.565
2018-Ar-02761	- واكفينا يا رب شر الكآبة اللي بتنزل فجأة على الروح ومتبقاش عارفلها سبب ولا علاج 😔 💔	sadness	0.758
2018-Ar-03651	ليش م نكسر هالزعل ونبطل نكابر؟	sadness	0.406
2018-Ar-03500	استياء شعبي	sadness	0.391
2018-Ar-03728	-ذكرى حرب اكتوبر- العاشر من رمضان -يتوافق مع ذكرى النكسه 5 يونيو "سبحان الله انتصار وانكسار تجتمع ذكراهم في يوم واحد"	sadness	0.328
2018-Ar-01893	مجتهد أرعب ال سعود رجل بمعني الكلمه	sadness	0.226
2018-Ar-01880	@KhaledYoussef يلعن ابو اليوم ال شفناك فالبرلمان انتو انتهيتو بالنسبه للشعب خوفنامن الاخوان تدخل البرلمان الناس اختارو اي حد بس ميكنش. اخوان	sadness	0.500
2018-Ar-02648	عايش بين حيرة حاضنة حنين وقلب حزين بين أوجاع مابتتنسيش	sadness	0.790
2018-Ar-03699	مع اني ما بحبش الولاد البيض خالص بس احمد مالك ماله بيحلو كدة معلش؟؟ يخربيت جمال امه 🙁	sadness	0.177
2018-Ar-02849	من تبي اعنفها تجي خاص او ببي بسرعه 🔥 D8A60BFC #بوب_كورن #محنه #ممحونه #زب #مولعه #مشتهيه #سكس_فون #سكس_كتابي #عنف #فحل	sadness	0.219
2018-Ar-04054	االلي #بيسامح دايما دة \n#خااااف من #زعلة😘✌✋👌👊	sadness	0.203
2018-Ar-01354	لست بمصريةولكن أقسم بالله أعشق مصر ولهجتهاأكثرلهجةأتقنهابعد(لهجتي الفلسطينية)وكم يحزنني وضعهاوأرى #مصيبة_مصر_في الخوف واليأس والشائعات	sadness	0.563
2018-Ar-03724	كم هو مقرف هذا الذي يغرد باسم الدين كذبا وبهتانا الإسلام بريء منك وممن على شاكلتك ومن أظلم ممن افترى على الله كذبا	sadness	0.516
2018-Ar-01262	ايش يبغون الاتراك مسوين انقلاب وقلق	sadness	0.194
2018-Ar-01711	#اجنبي_يضرب_مواطن الله يكسر ايدك يجي من ديرته مايسوى ريال ويتمرد بعد حيوانات كره عظيم لهم بداخلهم حقد حسد للشعب أعوذ بالله	sadness	0.516
2018-Ar-00914	@ShababRadioOman اتفق مع الاخ ناصرالزيادي\n\nباتت المفرقعات تشكل خطوره قصوى من حيث الاضرار التي ممكن ان تخلفها\n\nالحل هو توعية الاباء للابناء	sadness	0.250
2018-Ar-01001	غاضب لدرجه افجر رحمك	sadness	0.629
2018-Ar-01132	#يعني_ايه_حكم_العساكر \nامبارح تيران وصنافير..! \nوانهارده الوراق ..! \nوبكره هيجي الدور على بيتك..!!\nقوم اصرخ ثور✊ \nكفايه خوف 😒 \nكفايه سكوت 😡	sadness	0.532
2018-Ar-03038	الذكريات قد تثير فينا الشجن قد تثير فينا الحزن قد تعود بنا إلى الماضي الذي نرفض نسيانه أو الذي نريد نسيانه	sadness	0.613
2018-Ar-01762	وش حل الضيقه اللي تمسك معاك يوم ولا تدري ايش سببها؟.	sadness	0.613
2018-Ar-03036	مو محزني إلا مشجع روما تخيل انك تعيش حياتك ع البحث عن خسائر اليوفي أكثر من منجزات فريقك .. اووه صح فريقهم بلا منجزات	sadness	0.531
2018-Ar-03704	مفيش ولا سبب حلوا يأكدلي الي انا ممكن أعيش (#بائس)	sadness	0.742
2018-Ar-01524	لا ي هيام والله قلبي مش مستحمل كميه الوجع ده هنفضل لحد امتي بيروح منا ناس ملهمش سبب هنفضل لحد امتى عايشين في :/ خوف وذعر	sadness	0.781
2018-Ar-01380	الناس اللي كيزداد الوزن ديالهم في رمضان انا أحسدكم 🙄	sadness	0.273
2018-Ar-04366	@wanees405 @Khalid_BinTalal اعوذبالله وش ذا القنوط ؟ الواحد يكون عنده حسن ظن بالله ✨	sadness	0.419
2018-Ar-02388	النفاق الإلكتروني عندما تجد مواقع التواصل الإجتماعي مليئة بالأدعية والمساجد فارغة #حسرة	sadness	0.531
2018-Ar-02280	الحقيقي اني بحاول ابقي فعليا داخليا بارد وهادي ومش عصبي بس انا عندي ثبات انفعالي خارجيا بس بتقطع من جوايا ونسيت طعم الفرح 😅 😅	sadness	0.594
2018-Ar-02907	يارب انام يارب انام يارب انام!! مو طبيعي كل ماغمضت عيني فزيت من النوم مرتاعه مدري ليش ، كذا قلبي قاعد يحرقني فيني غصه برضو مدري ليش وجع	sadness	0.625
2018-Ar-00751	حزين سؤالها لما قالت : أهملتيتي يا صديقتي لخاطر مين ؟ .	sadness	0.736
2018-Ar-00635	ليش هالفتره عباره عن دموع وحرقت قلب؟!!	sadness	0.891
2018-Ar-01441	فيني غصه وضيقه احس بصيح شعور يذبح احساس مرير حسبي الله ونعم الوكيل بس لو يرجع الوقت وراء والله ماصلحتها 😖 #جهل #غباء #خبله # 😈 # 👺	sadness	0.742
2018-Ar-02562	شخص تموت عليه وم تقدر تفارقه\nبس هو يكرهك وم يبغاك ولا يطيق وجودك\nايش الحل في كذا حاله 😪 #حب #شوق #بوح #شعر #عتاب @illil___	sadness	0.532
2018-Ar-02461	ولقد وضعت اصبعك على جرح نازف للامة يجعلها بما تملك من قدرات اسيرة ملك او امير هرم لا يجيد الا الرقص بالسيف المرتجف بيده	sadness	0.419
2018-Ar-02115	#قلبي_ب_قول انو تعب من اشخاص نحنا فوتناهن بحياتنا وما كانو بيستاهلو	sadness	0.629
2018-Ar-04075	واضح الحزن والأسى عليك لدرجة انك اخطأت في الكتابة 💔	sadness	0.453
2018-Ar-03213	تحسو الناس كلهم سارو باباراتزي  لبعض يصورو أي شي ويدورو فضيحة لأي أحد ومايهتمو لمشاعر الشخص ولأهلة ولا حرمة الميت حتى🙁	sadness	0.484
2018-Ar-00306	كما يتسبب استخدام دبة الصوت او الهيدرز في إزعاج الآخرين في الطريق العام أو الأحياء السكنية أو دور العبادة وغيرها #الداخلية_قطر	sadness	0.173
2018-Ar-01073	كنت في حالة حداد وبكاء على حسابي اللي طار ااة واسوني تكفون	sadness	0.645
